text,label
ราคาเครื่องมือสองขึ้นอยู่กับอะไรบ้าง,general_other
ระยะเวลารับประกันเครื่องปกติกี่ปี,general_other
เก็บเอกสารสำคัญแบบไฟล์อิเล็กทรอนิกส์กับกระดาษ อันไหนดีกว่า,general_other
ทำความสะอาดคีย์บอร์ดยังไงไม่ให้ปุ่มเสีย,general_other
หน้าจอมือถือมีอาการค้างสีจนต้องรีสตาร์ททุกครั้ง ผิดปกติไหม,hardware_media
ลำโพงบลูทูธเสียงขาด ๆ หาย ๆ เวลาเคลื่อนไหว เกิดจากตัวลำโพงเองไหม,hardware_media
ปุ่มโฮมมือถือกดแล้วรู้สึกหลวม ควรเปลี่ยนไหม,hardware_media
จอโน้ตบุ๊กมีแสงรั่วที่ขอบจอ ปกติไหม,hardware_media
กล้องหน้าโฟกัสไม่ชัดตลอดเวลา เกิดจากอะไร,hardware_media
สายหูฟังแบบมีสายขาดในแกนสาย เสียงเข้าข้างเดียว แก้ยังไง,hardware_media
ไมค์ในเกมมีเสียงตัวเองสะท้อนกลับมา เกิดจากอุปกรณ์ไหน,hardware_media
ทัชแพดคลิกขวาไม่ทำงาน เกิดจากอะไร,hardware_media
แบตเตอรี่หูฟังไร้สายเสื่อมเร็วกว่าที่ระบุไว้ ปกติไหม,hardware_media
จอสัมผัสตอบสนองช้าตอนใส่ฟิล์มกันรอยหนา ปกติไหม,hardware_media
เครื่องใหม่แกะกล่องแต่แบตหมดเร็วกว่าที่โฆษณา ผิดปกติไหม,device_performance
ใช้เครื่องเสียบชาร์จไปด้วยเล่นไปด้วยทำให้แบตเสื่อมไหม,device_performance
ปิดเครื่องค้างไว้นาน ๆ โดยไม่ใช้ ต้องชาร์จเก็บไว้กี่เปอร์เซ็นต์,device_performance
อัดวิดีโอนาน ๆ ต่อเนื่องแล้วเครื่องร้อนจนหยุดอัดเอง ปกติไหม,device_performance
พื้นที่เก็บข้อมูลเหลือน้อยทำให้เครื่องอืดจริงไหม,device_performance
เปลี่ยนแบตใหม่แล้วเครื่องยังจอดับเองบ่อย ควรทำยังไงต่อ,device_performance
ช่วยแนะนำร้านอาหารอร่อยใกล้บ้านหน่อย,general_other
วันนี้ดวงราศีของฉันเป็นยังไง,general_other
ช่วยแต่งกลอนวันเกิดให้แฟนหน่อย,general_other
ทีมฟุตบอลที่ชนะเมื่อคืนคือทีมไหน,general_other
ช่วยคำนวณภาษีเงินได้ส่วนบุคคลให้หน่อย,general_other
แปลประโยคนี้เป็นภาษาอังกฤษให้หน่อย,general_other
ขอสูตรทำต้มยำกุ้งหน่อย,general_other
หุ้นตัวไหนน่าซื้อตอนนี้,general_other
ช่วยร่างอีเมลขอเลื่อนประชุมกับลูกค้าหน่อย,general_other
เขียนจดหมายสมัครงานตำแหน่งแอดมินให้หน่อย,general_other
ช่วยเขียนข้อความขอบคุณอาจารย์ที่ปรึกษาหน่อย,general_other
แปลคำว่า procrastinate เป็นภาษาไทยให้หน่อย,general_other
ช่วยแปลเมนูอาหารนี้เป็นภาษาจีนหน่อย,general_other
ย่อบทความนี้ให้เหลือสามบรรทัดหน่อย,general_other
สรุปเนื้อหาบทที่ห้าของวิชาเศรษฐศาสตร์ให้หน่อย,general_other
ผ่อนเดือนละ 2000 บาท 18 เดือน รวมเป็นเงินเท่าไหร่,general_other
ช่วยคิดแคปชันขายเสื้อมือสองหน่อย,general_other
อธิบายเรื่องภาวะโลกร้อนแบบง่ายๆ หน่อย,general_other
วางแผนเที่ยวเชียงใหม่สามวันสองคืนให้หน่อย,general_other
แนะนำหนังสือพัฒนาตัวเองสักสามเล่ม,general_other
ช่วยตรวจคำผิดในย่อหน้านี้หน่อย,general_other
ช่วยแต่งเพลงสั้นๆ เกี่ยวกับฤดูฝนหน่อย,general_other
ช่วยเขียนสุนทรพจน์เปิดงานกีฬาสีหน่อย,general_other
